,emp,slot,activity_type
365,4,18,0
366,4,118,0
367,1,16,0
368,2,44,0
369,1,3,0
370,2,16,0
371,2,111,0
372,2,36,0
373,2,126,0
374,1,15,0
375,1,15,0
376,2,15,0
377,2,139,0
378,1,17,0
379,3,41,0
380,2,38,0
381,2,59,0
382,1,59,2
383,1,45,2
384,3,85,2
385,1,74,2
386,1,46,2
387,3,5,0
388,3,5,0
389,1,32,0
390,1,32,0
391,1,32,0
392,3,13,0
393,3,16,0
394,2,104,0
395,2,104,10
396,2,137,0
397,4,94,0
398,4,123,8
399,3,117,0
400,4,16,0
401,2,16,0
402,1,114,0
403,1,114,4
404,3,86,3
405,3,60,3
406,3,60,3
407,3,68,3
408,3,81,3
409,2,33,0
410,4,33,0
411,3,33,0
412,4,33,0
413,4,1,0
414,1,37,0
415,2,37,0
416,4,2,0
417,1,119,0
418,3,128,8
419,1,128,0
420,2,2,0
421,2,2,0
422,2,136,0
423,4,82,0
424,2,82,0
425,2,107,0
426,2,107,8
427,2,96,8
428,4,84,8
429,4,26,0
430,2,26,0
431,3,111,0
432,3,7,0
433,3,34,0
434,3,118,0
435,3,113,8
436,4,113,8
437,4,88,8
438,2,88,0
439,1,88,0
440,4,88,0
441,4,140,0
442,4,14,0
443,4,134,0
444,1,131,0
445,1,26,0
446,4,44,0
447,4,108,0
448,4,16,0
449,2,32,0
450,4,32,0
451,4,32,0
452,4,50,0
453,2,29,0
454,2,138,0
455,2,138,0
456,2,138,0
457,3,138,0
458,2,56,0
459,4,56,5
460,4,20,0
461,3,138,0
462,3,138,0
463,3,95,0
464,2,99,2
465,1,49,2
466,1,49,2
467,1,55,2
468,3,83,2
469,1,103,2
470,1,64,2
471,1,59,2
472,1,102,2
473,4,102,0
474,4,92,0
475,4,52,0
476,4,29,0
477,2,29,0
478,2,36,0
479,2,125,0
480,1,113,0
481,3,140,0
482,3,26,0
483,3,143,0
484,3,143,0
485,1,143,0
486,1,10,0
487,4,10,0
488,4,117,0
489,4,117,0
490,1,78,0
491,1,78,8
492,1,78,0
493,4,126,0
494,4,118,0
495,4,66,0
496,2,62,0
497,2,62,2
498,2,62,0
499,2,9,0
500,2,119,0
501,1,119,0
502,2,119,0
503,1,113,0
504,3,113,0
505,3,129,0
506,3,8,0
507,1,8,0
508,3,8,0
509,4,143,0
510,1,143,0
511,1,11,0
512,4,16,0
513,3,16,0
514,3,24,0
515,2,24,0
516,2,24,0
517,1,42,0
518,2,24,0
519,4,38,0
520,1,38,0
521,1,10,0
522,1,20,0
523,1,30,0
524,1,28,0
525,1,139,0
526,1,116,8
527,3,115,8
528,3,118,0
529,1,118,8
530,1,126,8
531,3,126,0
532,3,117,0
533,3,13,0
534,3,96,3
535,3,92,0
536,2,92,0
537,4,102,4
538,4,5,0
539,4,5,0
540,3,5,0
541,1,63,0
542,1,38,0
543,2,5,0
544,4,18,0
545,4,18,0
546,4,24,0
547,4,65,0
548,4,65,0
549,3,65,3
550,3,83,3
551,3,83,3
552,1,83,8
553,1,83,2
554,1,69,2
555,1,78,0
556,1,25,2
557,4,27,0
558,3,27,0
559,3,43,0
560,4,107,8
561,1,107,4
562,2,68,4
563,2,92,4
564,2,92,2
565,2,85,2
566,3,85,0
567,3,85,3
568,3,85,3
569,3,55,3
570,3,66,0
571,3,129,0
572,3,5,0
573,1,4,0
574,1,54,0
575,1,18,0
576,3,18,0
577,1,18,0
578,1,20,0
579,2,31,0
580,4,39,0
581,4,28,0
582,4,12,0
583,4,74,0
584,3,74,0
585,4,73,0
586,2,116,0
587,2,115,2
588,2,76,2
589,1,49,2
590,1,60,2
591,1,51,2
592,1,129,6
593,1,124,6
594,2,124,3
595,2,132,0
596,1,37,2
597,1,37,0
598,4,124,0
599,4,103,0
600,3,103,2
601,3,74,0
602,3,91,0
603,4,32,0
604,1,32,0
605,1,32,0
606,1,16,0
607,1,11,0
608,3,41,0
609,3,117,0
610,3,117,0
611,2,117,0
612,3,117,0
613,3,133,8
614,1,133,0
615,1,133,0
616,3,133,0
617,3,47,0
618,3,41,0
619,2,14,0
620,4,57,0
621,4,59,0
622,4,142,0
623,3,93,0
624,3,10,0
625,3,10,0
626,3,10,0
627,3,10,0
628,4,10,0
629,1,30,0
630,3,14,0
631,3,47,0
632,4,133,0
633,2,88,0
634,4,47,0
635,3,47,3
636,3,73,2
637,3,73,0
638,1,135,0
639,4,135,0
640,3,17,0
641,1,137,0
642,1,7,0
643,3,7,0
644,3,86,0
645,4,22,0
646,2,22,0
647,1,21,0
648,3,21,0
649,3,21,0
650,4,132,0
651,4,132,0
652,2,132,8
653,2,82,2
654,1,80,2
655,1,125,0
656,1,3,0
657,3,3,0
658,1,126,0
659,2,126,0
660,3,126,0
661,3,130,8
662,2,107,8
663,2,127,6
664,2,111,4
665,1,106,2
666,1,93,2
667,1,93,2
668,1,84,2
669,1,65,2
670,1,100,2
671,1,114,2
672,1,94,2
673,1,94,2
674,1,107,0
675,3,45,0
676,3,45,3
677,3,77,3
678,3,90,3
679,3,57,2
680,2,52,2
681,1,52,2
682,1,52,2
683,1,62,2
684,1,83,2
685,1,41,2
686,1,98,0
687,1,98,2
688,1,98,2
689,1,98,2
690,2,98,2
691,2,130,0
692,3,13,0
693,3,110,0
694,2,34,0
695,1,4,0
696,1,34,0
697,1,34,0
698,2,86,0
699,1,13,0
700,4,13,0
701,1,13,0
702,1,13,0
703,1,103,0
704,2,110,0
705,3,110,8
706,4,110,0
707,1,135,0
708,3,9,0
709,3,9,0
710,4,9,0
711,2,45,0
712,4,2,0
713,4,19,0
714,2,132,0
715,1,17,0
716,1,24,0
717,1,24,0
718,1,137,0
719,4,7,0
720,4,82,0
721,4,82,0
722,3,108,0
723,1,5,0
724,1,5,0
725,1,36,0
726,1,36,0
727,1,133,0
728,1,132,0
729,2,132,0
730,3,26,0
731,1,134,0
732,2,121,0
733,1,121,0
734,3,75,0
735,3,18,0
736,4,119,0
737,1,119,0
738,1,33,0
739,4,36,0
740,1,128,0
741,4,30,0
742,4,68,0
743,2,68,0
744,4,134,0
745,2,134,0
746,2,134,0
747,2,129,0
748,2,59,2
749,2,99,2
750,1,86,2
751,1,74,2
752,1,81,2
753,1,61,2
754,1,61,2
755,1,77,2
756,1,104,2
757,1,80,0
758,3,99,0
759,3,110,0
760,3,131,0
761,3,131,0
762,2,101,0
763,2,96,2
764,2,65,8
765,4,73,8
766,1,114,8
767,1,114,0
768,1,64,8
769,1,52,2
770,1,84,2
771,1,67,2
772,3,81,2
773,2,101,2
774,2,49,0
775,4,125,0
776,4,132,0
777,4,132,0
778,2,132,0
779,3,132,8
780,3,119,8
781,3,86,3
782,3,83,3
783,3,76,8
784,1,74,0
785,3,74,0
786,3,135,0
787,3,42,0
788,3,140,0
789,2,140,0
790,4,83,0
791,3,7,0
792,3,91,8
793,3,78,8
794,3,110,0
795,3,26,0
796,3,16,0
797,4,2,0
798,4,86,0
799,1,86,0
800,1,136,0
801,2,118,0
802,3,107,0
803,3,107,8
804,3,33,0
805,3,113,0
806,3,110,8
807,2,110,0
808,4,110,0
809,4,23,0
810,4,139,0
811,4,51,0
812,4,51,0
813,4,110,0
814,4,110,0
815,3,49,2
816,1,82,2
817,1,71,2
818,2,63,2
819,2,63,8
820,2,120,8
821,1,120,0
822,1,14,0
823,1,14,0
824,4,14,0
825,1,14,0
826,3,106,0
827,3,106,0
828,3,26,0
829,2,143,0
830,2,38,0
831,2,27,0
832,2,61,2
833,2,144,0
834,4,43,0
835,4,43,0
836,1,43,0
837,2,74,0
838,2,46,0
839,2,42,0
840,2,68,0
841,1,68,4
842,4,76,8
843,1,110,8
844,1,110,8
845,4,56,8
846,2,17,0
847,2,8,0
848,2,8,0
849,1,8,0
850,3,8,0
851,1,15,0
852,1,15,0
853,4,48,0
854,3,107,0
855,3,107,0
856,4,107,0
857,4,25,0
858,3,114,8
859,3,114,0
860,3,139,0
861,3,42,0
862,3,129,0
863,2,51,0
864,2,51,0
865,4,51,0
866,4,44,0
867,4,80,0
868,4,43,0
869,4,48,0
870,4,16,0
871,2,26,0
872,4,26,0
873,1,25,0
874,4,25,0
875,2,10,0
876,2,55,2
877,2,71,2
878,2,54,2
879,1,62,2
880,1,71,0
881,3,71,0
882,3,71,3
883,3,64,3
884,3,64,3
885,3,68,3
886,3,68,3
887,2,68,0
888,1,68,0
889,1,22,0
890,1,39,0
891,1,39,0
892,1,7,0
893,1,7,0
894,4,139,0
895,4,110,0
896,4,129,0
897,4,28,0
898,4,28,0
899,4,18,0
900,1,130,0
901,4,130,0
902,4,130,0
903,1,130,0
904,1,130,0
905,4,43,0
906,4,96,0
907,3,9,0
908,3,112,0
909,3,124,0
910,4,44,0
911,1,135,0
912,4,135,0
913,1,135,0
914,4,5,0
915,1,5,0
916,2,120,0
917,1,120,0
918,2,83,0
919,1,94,0
920,1,45,2
921,2,45,2
922,1,77,0
923,2,141,0
924,4,141,0
925,4,120,0
926,2,82,0
927,1,82,0
928,3,84,7
929,1,69,0
930,1,120,2
931,1,120,8
932,1,137,0
933,3,137,0
934,3,137,0
935,1,101,2
936,1,71,2
937,2,110,0
938,2,58,0
939,2,107,0
940,4,107,0
941,4,121,0
942,3,121,0
943,4,79,0
944,4,4,0
945,1,4,0
946,4,4,0
947,3,4,0
948,4,4,0
949,2,94,0
950,2,93,0
951,4,118,0
952,4,33,0
953,2,2,0
954,2,124,0
955,2,124,0
956,1,24,0
957,1,37,0
958,4,125,0
959,1,125,0
960,4,125,0
961,4,97,0
962,2,97,0
963,2,66,0
964,2,109,0
965,4,105,0
966,4,24,0
967,1,7,0
968,1,27,0
969,1,14,0
970,4,14,0
971,3,136,0
972,1,75,0
973,3,141,0
974,3,23,0
975,1,23,0
976,2,66,2
977,1,66,2
978,1,74,2
979,1,86,2
980,1,63,2
981,4,63,0
982,4,95,0
983,3,18,0
984,1,18,0
985,1,65,4
986,1,93,2
987,1,67,2
988,2,67,2
989,2,98,0
990,3,30,0
991,1,47,0
992,2,47,2
993,2,69,0
994,2,126,0
995,3,104,0
996,3,54,3
997,2,96,3
998,2,79,2
999,1,79,0
1000,3,79,0
1001,1,23,0
1002,1,23,0
1003,1,79,2
1004,1,38,0
1005,1,140,0
1006,2,38,0
1007,2,10,0
1008,4,25,0
1009,2,25,0
1010,1,106,0
1011,1,46,0
1012,4,10,0
1013,1,10,0
1014,3,10,0
1015,1,111,0
1016,1,111,0
1017,1,42,0
1018,3,59,2
1019,3,53,3
1020,3,53,3
1021,3,58,3
1022,3,91,3
1023,3,122,0
1024,3,6,0
1025,2,98,2
1026,1,72,2
1027,2,71,2
1028,2,59,2
1029,2,128,8
1030,4,118,8
1031,4,136,0
1032,4,93,0
1033,4,105,8
1034,1,77,8
1035,1,111,8
1036,1,129,0
1037,4,129,0
1038,1,37,0
1039,1,18,0
1040,1,18,0
1041,1,72,2
1042,1,53,2
1043,1,50,2
1044,2,57,2
1045,1,57,2
1046,1,57,2
1047,1,57,2
1048,1,44,2
1049,1,127,0
1050,1,14,0
1051,1,83,0
1052,1,97,2
1053,2,116,0
1054,1,70,2
1055,1,135,0
1056,1,20,0
1057,3,122,0
1058,3,122,0
1059,3,37,0
1060,3,130,8
1061,1,123,0
1062,2,123,0
1063,3,123,0
1064,1,104,0
1065,3,104,4
1066,3,104,0
1067,1,104,2
1068,1,85,2
1069,1,95,2
1070,1,16,2
1071,3,16,0
1072,3,119,0
1073,4,8,0
1074,4,120,0
1075,2,121,0
1076,3,18,0
1077,4,18,0
1078,4,18,0
1079,1,6,0
1080,4,6,0
1081,4,57,0
1082,2,52,0
1083,4,52,0
1084,4,57,0
1085,4,57,0
1086,1,24,0
1087,3,43,0
1088,2,43,0
1089,3,144,0
1090,3,26,0
1091,4,22,0
1092,4,53,0
1093,4,134,0
1094,4,126,0
1095,3,114,0
1096,3,33,0
1097,2,27,0
1098,2,58,0
1099,2,58,2
1100,3,73,0
1101,1,28,0
1102,4,13,0
1103,4,13,0
1104,4,98,0
1105,3,72,3
1106,3,72,2
1107,3,49,0
1108,2,49,2
1109,2,58,2
1110,2,74,2
1111,2,54,2
1112,2,44,2
1113,1,76,8
1114,1,129,8
1115,2,27,0
1116,1,112,0
1117,1,14,0
1118,1,89,2
1119,1,91,2
1120,1,91,2
1121,1,62,4
1122,1,62,2
1123,1,132,0
1124,2,32,0
1125,3,32,0
1126,3,30,0
1127,1,30,0
1128,3,34,0
1129,4,124,0
1130,4,142,0
1131,4,116,0
1132,1,18,0
1133,1,66,0
1134,1,133,0
1135,2,1,0
1136,1,137,0
1137,1,9,0
1138,2,9,0
1139,2,9,0
1140,1,9,0
1141,4,24,0
1142,4,40,0
1143,4,40,0
1144,4,140,0
1145,4,57,0
1146,4,57,8
1147,4,52,0
1148,4,80,8
1149,4,62,0
1150,3,62,0
1151,4,86,0
1152,2,69,0
1153,1,69,0
1154,1,38,0
1155,1,102,0
1156,2,24,0
1157,2,42,0
1158,3,12,0
1159,3,12,0
1160,1,133,0
1161,1,133,0
1162,1,133,0
1163,4,133,0
1164,2,107,0
1165,3,141,0
1166,4,31,0
1167,2,108,0
1168,4,53,0
1169,2,53,0
1170,4,128,0
1171,4,100,5
1172,1,111,5
1173,2,111,0
1174,1,111,0
1175,3,14,0
1176,3,116,8
1177,3,116,8
1178,1,79,0
1179,2,79,0
1180,2,108,2
1181,2,108,0
1182,1,108,0
1183,4,131,0
1184,4,131,8
1185,1,71,2
1186,2,57,2
1187,4,57,0
1188,4,57,0
1189,1,135,8
1190,1,79,0
1191,1,79,6
1192,1,55,6
1193,1,83,6
1194,2,83,2
1195,2,77,0
1196,3,144,0
1197,3,126,8
1198,3,126,0
1199,2,140,0
1200,1,140,0
1201,3,38,0
1202,3,72,3
1203,3,62,3
1204,3,62,2
1205,3,23,0
1206,3,23,0
1207,3,136,0
1208,3,39,0
1209,3,39,0
1210,3,36,0
1211,3,21,0
1212,1,12,0
1213,1,29,0
1214,1,75,0
1215,3,39,0
1216,2,76,0
1217,3,117,0
1218,1,20,0
1219,4,20,0
1220,4,20,0
1221,4,53,0
1222,4,66,8
1223,3,115,0
1224,3,47,3
1225,1,133,0
1226,2,47,0
1227,1,47,2
1228,1,47,2
1229,1,75,2
1230,3,75,8
1231,3,114,0
1232,4,114,8
1233,4,2,0
1234,3,37,0
1235,3,112,0
1236,4,143,0
1237,3,143,0
1238,1,5,0
1239,1,15,0
1240,1,65,0
1241,4,65,0
1242,3,65,3
1243,3,63,3
1244,1,63,0
1245,1,49,2
1246,1,85,2
1247,3,68,2
1248,3,68,3
1249,3,62,3
1250,3,67,3
1251,3,72,0
1252,3,97,0
1253,4,97,0
1254,3,42,0
1255,3,139,0
1256,4,30,0
1257,3,136,0
1258,1,36,0
1259,1,12,0
1260,1,23,0
1261,1,124,0
1262,1,120,0
1263,2,50,0
1264,2,107,2
1265,1,107,2
1266,1,104,2
1267,1,104,0
1268,2,104,2
1269,2,54,2
1270,1,53,2
1271,1,64,2
1272,1,112,2
1273,1,76,2
1274,3,71,0
1275,4,8,0
1276,4,8,0
1277,4,10,0
1278,2,10,0
1279,3,139,0
1280,1,139,0
1281,1,79,2
1282,2,79,0
1283,4,79,0
1284,1,136,0
1285,4,143,0
1286,4,81,0
1287,4,81,0
1288,1,21,0
1289,3,21,0
1290,4,30,0
1291,4,30,0
1292,4,29,0
1293,3,109,0
1294,3,2,0
1295,3,31,0
1296,1,31,0
1297,1,66,4
1298,1,86,2
1299,1,60,2
1300,1,60,2
1301,1,73,2
1302,1,64,2
1303,1,70,2
1304,1,65,2
1305,1,83,2
1306,1,83,6
1307,1,83,6
1308,3,64,0
1309,3,64,3
1310,3,84,3
1311,3,70,3
1312,3,62,3
1313,3,102,8
1314,1,123,8
1315,4,117,8
1316,2,70,3
1317,1,70,0
1318,1,98,2
1319,1,62,2
1320,2,72,0
1321,1,72,2
1322,1,113,8
1323,3,103,8
1324,3,103,0
1325,4,82,0
1326,4,82,0
1327,1,47,0
1328,4,1,0
1329,1,1,0
1330,3,114,0
1331,1,114,2
1332,3,102,0
1333,3,39,0
1334,4,3,0
1335,4,3,0
1336,4,99,0
1337,4,57,8
1338,4,113,0
1339,4,124,0
1340,4,131,0
1341,4,112,0
1342,4,112,8
1343,4,106,0
1344,3,131,0
1345,3,96,8
1346,3,45,2
1347,3,45,0
1348,1,78,0
1349,1,78,0
1350,1,134,0
1351,1,134,0
1352,2,134,0
1353,3,134,0
1354,3,134,8
1355,1,134,0
1356,1,125,8
1357,3,78,8
1358,4,78,0
1359,4,79,0
1360,4,67,0
1361,1,38,0
1362,1,52,0
1363,4,69,0
1364,4,69,4
1365,4,51,5
1366,2,51,0
1367,1,51,2
1368,2,96,0
1369,2,78,0
1370,2,107,0
1371,1,107,0
1372,1,107,0
1373,1,14,0
1374,1,35,0
1375,3,35,0
1376,1,126,0
1377,1,24,0
1378,4,24,0
1379,4,24,0
1380,4,55,0
1381,4,50,0
1382,1,50,0
1383,1,132,0
1384,1,38,0
1385,4,141,0
1386,2,5,0
1387,1,136,0
1388,1,75,0
1389,4,35,0
1390,4,35,0
1391,1,115,0
1392,1,3,0
1393,1,111,0
1394,1,78,8
1395,1,120,0
1396,1,43,0
1397,1,79,2
1398,1,74,2
1399,1,63,2
1400,1,53,2
1401,2,53,2
1402,1,97,2
1403,1,97,2
1404,1,73,4
1405,1,73,2
1406,1,78,2
1407,3,78,0
1408,4,140,0
1409,2,15,0
1410,2,15,0
1411,4,36,0
1412,4,60,0
1413,1,133,0
1414,2,100,0
1415,2,51,0
1416,1,51,0
1417,3,23,0
1418,2,44,0
1419,2,44,0
1420,4,86,0
1421,2,86,0
1422,4,59,8
1423,4,114,8
1424,3,115,8
1425,3,115,0
1426,4,33,0
1427,4,93,0
1428,2,140,0
1429,1,110,0
1430,2,110,0
1431,2,123,0
1432,2,130,0
1433,4,45,0
1434,4,46,0
1435,4,52,0
1436,1,63,2
1437,2,64,6
1438,1,52,2
1439,1,91,0
1440,1,8,0
1441,1,57,0
1442,1,57,2
1443,1,104,0
1444,1,104,2
1445,1,104,2
1446,1,6,0
1447,4,124,0
1448,4,134,0
1449,4,134,0
1450,1,134,0
1451,2,144,0
1452,1,144,0
1453,3,1,0
1454,2,27,0
1455,2,27,0
1456,4,77,0
1457,4,103,0
1458,3,33,0
1459,3,7,0
1460,3,98,0
1461,1,6,0
1462,1,2,0
1463,4,2,0
1464,4,2,0
1465,4,2,0
1466,3,2,0
1467,3,18,0
1468,3,99,0
1469,3,60,3
1470,3,60,3
1471,3,69,0
1472,3,140,0
1473,4,71,0
1474,4,133,0
1475,4,40,0
1476,1,13,0
1477,2,2,0
1478,2,6,0
1479,4,72,0
1480,1,111,0
1481,3,26,0
1482,4,2,0
1483,4,12,0
1484,2,116,0
1485,3,125,0
1486,1,138,0
1487,4,55,0
1488,4,82,0
1489,4,82,8
1490,4,72,8
1491,4,72,0
1492,4,30,0
1493,4,2,0
1494,4,43,0
1495,4,115,0
1496,4,89,0
1497,4,91,0
1498,1,91,7
1499,1,78,2
1500,1,66,6
1501,3,58,0
1502,3,82,3
1503,3,51,3
1504,3,68,3
1505,3,98,3
1506,3,123,8
1507,2,10,0
1508,2,91,2
1509,1,91,2
1510,2,81,2
1511,2,135,0
1512,2,135,0
1513,2,44,0
1514,2,44,0
1515,1,78,0
1516,2,121,0
1517,2,129,0
1518,3,82,0
1519,4,39,0
1520,4,39,0
1521,4,115,0
1522,4,53,0
1523,4,39,0
1524,2,57,2
1525,1,57,2
1526,2,100,0
1527,2,103,2
1528,2,68,4
1529,4,91,0
1530,4,141,0
1531,4,15,0
1532,4,4,0
1533,3,61,0
1534,1,34,0
1535,3,34,0
1536,4,34,0
1537,3,123,0
1538,1,27,0
1539,1,14,0
1540,4,14,0
1541,4,14,0
1542,4,6,0
1543,1,144,0
1544,1,22,0
1545,1,32,0
1546,1,21,0
1547,2,89,0
1548,2,65,2
1549,2,65,2
1550,1,65,2
1551,1,65,0
1552,4,132,0
1553,2,132,0
1554,1,58,0
1555,3,58,0
1556,3,55,3
1557,1,55,0
1558,1,55,2
1559,1,102,2
1560,4,69,6
1561,2,69,2
1562,2,83,0
1563,1,83,0
1564,1,112,0
1565,4,112,0
1566,3,17,0
1567,3,79,0
1568,3,120,0
1569,1,120,0
1570,1,104,0
1571,3,132,0
1572,3,134,0
1573,4,120,0
1574,4,28,0
1575,3,10,0
1576,3,119,0
1577,2,98,0
1578,1,8,0
1579,1,8,0
1580,1,118,0
1581,1,118,0
1582,3,15,0
1583,1,35,0
1584,4,2,0
1585,4,2,0
1586,3,2,0
1587,3,53,0
1588,4,53,0
1589,4,66,0
1590,4,66,0
1591,4,108,0
1592,2,108,0
1593,2,13,0
1594,1,64,0
1595,1,64,2
1596,1,88,2
1597,2,69,2
1598,4,98,4
1599,1,82,2
1600,1,82,2
1601,1,82,2
1602,1,76,2
1603,1,76,2
1604,1,81,2
1605,1,56,2
1606,1,74,2
1607,1,78,0
1608,4,38,0
1609,4,38,0
1610,4,80,0
1611,1,58,0
1612,1,75,2
1613,2,83,0
1614,4,81,0
1615,2,25,0
1616,1,111,2
1617,1,83,2
1618,1,82,2
1619,1,53,2
1620,1,59,2
1621,1,98,2
1622,1,59,2
1623,1,56,2
1624,3,93,8
1625,3,122,0
1626,3,30,0
1627,3,13,0
1628,4,13,0
1629,1,22,0
1630,1,11,0
1631,4,20,0
1632,2,20,0
1633,1,20,0
1634,4,20,0
1635,4,20,0
1636,4,28,0
1637,4,106,8
1638,3,117,0
1639,4,5,0
1640,4,5,0
1641,4,18,0
1642,1,6,0
1643,3,97,2
1644,1,59,0
1645,2,31,0
1646,2,116,0
1647,2,13,0
1648,2,128,0
1649,4,140,0
1650,4,100,0
1651,4,100,0
1652,4,31,0
1653,4,14,0
1654,4,128,0
1655,4,33,0
1656,4,92,0
1657,2,92,0
1658,2,35,0
1659,1,2,0
1660,1,42,0
1661,1,20,0
1662,4,20,0
